Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
1,0.9529411764705884,0.08368421052631578,0.6615384615384614,0.11470588235294119,0.15499999999999992,0.8201428571428571,0.444038554641081,0.4128571428571428,0.49897435897435893,2,3,0,1,0,0.3115646258503401,0,0.9604901225306326,1,1
3,0.7205882352941178,0.773157894736842,0.4461538461538461,0.4764705882352941,0.2283333333333334,0.5732857142857142,0.8516990689430283,0.9228571428571428,0.15384615384615385,4,3,2,0,1,0.4564625850340136,1,0.7902809035592231,1,0
3,0.9294117647058826,0.09999999999999998,0.2923076923076924,0.3558823529411765,0.5089999999999999,0.1225714285714285,0.4265257210990234,0.4785714285714284,0.502051282051282,1,0,1,3,0,0.5734693877551021,1,0.6728348753855129,4,1
1,0.5264705882352942,0.8812280701754385,0.41538461538461535,0.9735294117647059,0.7913333333333333,0.4162857142857143,0.6274811848070068,0.8742857142857141,0.8687179487179487,4,2,0,0,1,0.14829931972789118,0,0.7697757772776527,2,0
1,0.2588235294117647,0.30421052631578943,0.4461538461538461,0.05,0.0713333333333333,0.2982857142857143,0.39576923230811706,0.16000000000000003,0.7856410256410256,0,0,0,2,3,0.8489795918367347,0,0.5386346586646661,0,1
1,0.05294117647058827,0.6543859649122806,0.9076923076923077,0.2970588235294118,0.6366666666666666,0.8754285714285714,0.8057903981498894,0.9142857142857144,0.4338461538461539,3,2,0,1,1,0.3435374149659864,1,0.4072684837876136,1,0
3,0.7264705882352942,0.4875438596491227,0.10000000000000003,0.9411764705882353,0.14933333333333332,0.5072857142857141,0.20019125278576888,0.42999999999999994,0.21230769230769228,4,3,0,1,1,0.49251700680272115,1,0.017254313578394596,4,0
3,0.12058823529411766,0.36631578947368415,0.27692307692307694,0.9823529411764705,0.9713333333333333,0.5775714285714286,0.5937798832477764,0.9357142857142857,0.581025641025641,0,3,2,3,2,0.5666666666666668,0,0.0,0,1
2,0.30294117647058827,0.645438596491228,0.5384615384615384,0.8235294117647058,0.8986666666666666,0.23528571428571426,0.5778995002620724,0.8657142857142857,0.9312820512820512,4,2,0,0,2,0.6482993197278912,0,0.9265649745769776,2,0
2,0.5323529411764707,0.9475438596491228,0.7,0.07647058823529411,0.9496666666666668,0.7989999999999999,0.4031992830021086,0.6599999999999999,0.17743589743589744,2,0,1,1,0,0.11292517006802721,0,0.10194215220471783,4,1
3,0.5647058823529412,0.041228070175438586,0.6307692307692309,0.5617647058823529,0.10599999999999998,0.9301428571428569,0.7051706270930777,0.672857142857143,0.8271794871794871,0,3,1,3,1,0.84421768707483,0,0.5977327665249645,4,1
1,0.6000000000000001,0.9187719298245614,0.9384615384615383,0.4,0.488,0.7924285714285713,0.02833181958220469,0.21142857142857152,0.1471794871794872,3,1,1,2,0,0.06394557823129252,1,0.5672251396182377,2,0
1,0.16764705882352948,0.6091228070175438,0.7923076923076923,0.8058823529411765,0.16533333333333333,0.4928571428571428,0.8415802761562191,0.602857142857143,0.9194871794871794,4,3,1,3,1,0.21904761904761907,0,0.6005668083687588,0,1
2,0.37941176470588234,0.8073684210526316,0.5538461538461539,0.055882352941176466,0.6003333333333333,0.835142857142857,0.34790802261424153,0.5499999999999998,0.6933333333333332,1,1,0,3,0,0.09863945578231292,0,0.5052096357422688,0,0
3,0.6176470588235294,0.383859649122807,0.21538461538461534,0.19705882352941176,0.2326666666666667,0.1879999999999999,0.7930908930864918,0.3342857142857143,0.10923076923076921,4,2,0,0,3,0.763265306122449,0,0.9464866216554138,1,0
2,0.9705882352941178,0.4719298245614034,0.4538461538461538,0.4882352941176471,0.7706666666666665,0.11342857142857138,0.3049921778410842,0.5057142857142858,0.20256410256410257,0,0,2,2,0,0.7136054421768707,1,0.3497541051929649,1,0
2,0.7264705882352942,0.8687719298245613,0.6923076923076922,0.1588235294117647,0.644,0.4382857142857142,0.18780783496244963,0.9285714285714286,0.9266666666666666,5,2,2,1,2,0.29863945578231293,1,0.3074101858798033,3,0
0,0.9235294117647062,0.41491228070175434,0.8384615384615383,0.6941176470588235,0.5716666666666665,0.18157142857142855,0.3894434864022471,0.005714285714285672,0.5076923076923077,3,3,1,0,2,0.7823129251700681,0,0.3636742518963074,0,1
0,0.7617647058823529,0.5347368421052631,0.9615384615384616,0.8205882352941177,0.8253333333333331,0.2591428571428572,0.7974360923614918,0.41714285714285715,0.4533333333333333,4,0,0,1,2,0.908843537414966,1,0.20605151287821954,3,0
0,0.5911764705882354,0.020175438596491235,0.6076923076923078,0.7058823529411765,0.5003333333333333,0.585142857142857,0.7035621831625528,0.3342857142857143,0.05846153846153846,0,0,0,2,0,0.18435374149659864,0,0.7227640243394181,3,1
1,0.19117647058823528,0.15859649122807012,0.523076923076923,0.44117647058823534,0.27,0.40385714285714286,0.4009906734258656,0.9614285714285715,0.08410256410256411,1,2,0,3,0,0.3673469387755102,0,0.3463365841460365,0,0
3,0.6676470588235297,0.6417543859649122,0.015384615384615413,0.8794117647058823,0.6206666666666666,0.8658571428571427,0.9379748810671746,0.9742857142857142,0.6917948717948718,3,2,2,1,2,0.5292517006802722,1,0.06184879553221639,1,0
3,0.6235294117647059,0.717017543859649,0.06923076923076926,0.13823529411764704,0.957,0.22557142857142848,0.4087368113599354,0.5857142857142856,0.7769230769230769,2,3,2,0,3,0.3047619047619048,0,0.11669584062682337,3,1
3,0.6029411764705883,0.5826315789473684,0.15384615384615385,0.26176470588235295,0.6010000000000001,0.9968571428571427,0.3506967923146789,0.5499999999999998,0.8671794871794871,3,1,2,1,2,0.6646258503401361,0,0.7695257147620238,4,0
3,0.4911764705882353,0.14333333333333337,0.05384615384615388,0.4882352941176471,0.6296666666666667,0.3594285714285714,0.1446079117836523,0.9028571428571428,0.5025641025641026,1,2,0,2,1,0.834013605442177,1,0.09635742268900557,4,1
0,0.5294117647058825,0.4454385964912281,0.3999999999999999,0.061764705882352944,0.9346666666666666,0.5154285714285713,0.07014736067154535,0.0071428571428571175,0.3287179487179487,1,0,0,0,3,0.7306122448979592,0,0.21230307576894222,0,1
1,0.33529411764705896,0.35508771929824556,0.3384615384615385,0.09705882352941175,0.5153333333333333,0.13228571428571423,0.3498485582020638,0.562857142857143,0.6256410256410255,0,1,2,2,1,0.9435374149659864,0,0.37534383595898974,2,0
1,0.5205882352941178,0.4956140350877193,0.6384615384615383,0.39705882352941174,0.9963333333333334,0.5792857142857142,0.09187735815084964,0.024285714285714244,0.6189743589743589,4,2,1,0,0,0.3877551020408163,1,0.7936984246061515,4,1
0,0.19705882352941173,0.8703508771929824,0.5384615384615384,0.9441176470588236,0.15966666666666662,0.9612857142857143,0.4626116808239074,0.9685714285714284,0.03487179487179487,3,2,2,0,1,0.18231292517006806,0,0.07560223389180627,0,0
1,0.8058823529411767,0.7757894736842105,0.5923076923076923,0.9088235294117647,0.5369999999999999,0.7494285714285713,0.8600933857744738,0.32000000000000006,0.9389743589743589,5,2,0,2,3,0.8700680272108844,0,0.19471534550304243,2,0
0,0.18529411764705883,0.08403508771929821,0.46923076923076923,0.4647058823529412,0.21299999999999997,0.24399999999999994,0.4760954023310434,0.5214285714285714,0.6425641025641025,1,1,0,2,3,0.9877551020408164,1,0.19888305409685755,0,0
3,0.08529411764705874,0.8903508771929824,0.27692307692307694,0.1411764705882353,0.45333333333333337,0.44257142857142845,0.48056063473518695,0.41714285714285715,0.006666666666666668,1,2,0,2,1,0.4469387755102041,1,0.4651996332416437,2,0
0,0.43529411764705905,0.47175438596491226,0.9538461538461539,0.17941176470588235,0.17066666666666663,0.42542857142857143,0.25335792678779345,0.8942857142857141,0.9594871794871794,3,3,2,1,1,0.19115646258503402,0,0.40276735850629325,1,1
3,0.658823529411765,0.743859649122807,0.08461538461538459,0.3764705882352941,0.22266666666666668,0.09799999999999998,0.1661898684036794,1.0,0.9528205128205127,2,2,0,2,2,0.28775510204081634,1,0.8055347170125864,1,0
3,0.43823529411764706,0.14,0.9384615384615383,0.2088235294117647,0.21066666666666667,0.8858571428571429,0.22223733750515146,0.06857142857142862,0.946153846153846,1,0,2,2,0,0.4414965986394558,0,0.27648578811369506,4,1
2,0.27647058823529425,0.6707017543859648,0.3076923076923076,0.08235294117647059,0.32000000000000006,0.3814285714285714,0.567992766003417,0.7314285714285713,0.8887179487179486,1,2,0,1,3,0.14081632653061227,0,0.12586479953321664,0,0
0,0.5588235294117649,0.2363157894736842,0.5153846153846153,0.6735294117647059,0.1346666666666666,0.4942857142857143,0.5918033377212111,0.36857142857142855,0.1846153846153846,4,0,1,3,2,0.391156462585034,1,0.23814286905059598,2,1
2,0.34705882352941186,0.43842105263157893,0.1076923076923077,0.5823529411764706,0.8093333333333333,0.2912857142857143,0.22009674670208978,0.13857142857142857,0.9769230769230769,0,1,2,0,2,0.6965986394557823,1,0.31466199883304163,4,0
0,0.9323529411764708,0.016842105263157908,0.06923076923076926,0.2911764705882353,0.22066666666666668,0.1524285714285714,0.3988780903529374,0.4057142857142857,0.7620512820512819,0,2,1,1,0,0.5197278911564627,1,0.5878136200716846,4,0
0,0.9235294117647062,0.15157894736842104,0.4307692307692308,0.7794117647058824,0.41666666666666663,0.9021428571428571,0.5686889581524501,0.9985714285714284,0.6405128205128204,1,2,0,0,0,0.7843537414965986,1,0.38651329499041426,0,0
2,0.5029411764705882,0.09210526315789475,0.7384615384615384,0.7764705882352942,0.01599999999999996,0.03742857142857142,0.7605219040455166,0.3571428571428571,0.9425641025641025,2,1,0,3,0,0.10612244897959186,0,0.2212219721597066,0,1
2,0.3264705882352943,0.23982456140350877,0.2692307692307693,0.4911764705882353,0.10499999999999998,0.39985714285714286,0.31970423836979006,0.27714285714285714,0.38102564102564096,5,3,0,0,0,0.8387755102040817,0,0.10869384012669833,1,1
0,0.7382352941176471,0.09999999999999998,0.5615384615384615,0.09705882352941175,0.8963333333333333,0.7307142857142856,0.27127887296893943,0.8457142857142856,0.9312820512820512,2,1,2,2,3,0.3340136054421769,1,0.5874802033841793,4,1
1,0.03529411764705892,0.6919298245614034,0.27692307692307694,0.9176470588235295,0.8369999999999999,0.3088571428571428,0.7305176228639104,0.8685714285714285,0.6056410256410256,1,1,2,3,3,0.35374149659863946,1,0.9376510794365258,3,0
3,0.473529411764706,0.029122807017543856,0.39230769230769236,0.6676470588235295,0.8409999999999999,0.4459999999999999,0.5138018092993666,0.3385714285714285,0.5794871794871795,5,0,1,2,3,0.5925170068027211,1,0.20788530465949823,4,1
2,0.33529411764705896,0.617719298245614,0.9076923076923077,0.24705882352941178,0.41133333333333333,0.5644285714285715,0.8568324857660714,0.2985714285714285,0.6461538461538461,5,2,0,1,2,0.7204081632653062,0,0.12569809118946404,0,0
3,0.9205882352941179,0.14070175438596488,0.8538461538461538,0.611764705882353,0.1416666666666666,0.9951428571428569,0.21091021121829626,0.647142857142857,0.7543589743589744,5,2,1,3,1,0.154421768707483,1,0.9077269317329332,0,0
1,0.0117647058823529,0.9450877192982454,0.5153846153846153,0.40588235294117647,0.10799999999999998,0.7582857142857142,0.7710047973240614,0.20571428571428574,0.44512820512820506,5,0,0,2,0,0.020408163265306124,0,0.5954822038843043,3,0
1,0.5529411764705883,0.933157894736842,0.23846153846153845,0.6352941176470588,0.6056666666666667,0.9671428571428571,0.16192469121477526,0.4842857142857142,0.9805128205128205,3,0,0,0,3,0.27687074829931974,0,0.36084021005251316,4,1
1,0.7411764705882353,0.2254385964912281,0.19230769230769235,0.47352941176470587,0.8283333333333333,0.6931428571428571,0.5847813996663079,0.14142857142857146,0.08871794871794872,1,2,2,1,0,0.32857142857142857,0,0.05951487871967992,1,1
2,0.4852941176470589,0.6143859649122807,0.9538461538461539,0.4852941176470589,0.9,0.26899999999999996,0.28355826208033424,0.30428571428571427,0.9138461538461539,2,3,2,2,1,0.1523809523809524,0,0.7576894223555889,4,1
1,0.08529411764705874,0.028070175438596495,0.20000000000000007,0.7352941176470589,0.2886666666666666,0.2874285714285713,0.10096786713132826,0.29714285714285715,0.6574358974358974,3,3,0,3,3,0.7673469387755103,0,0.7180128365424688,1,2
2,0.973529411764706,0.9317543859649122,0.8076923076923078,0.6147058823529412,0.32099999999999995,0.8224285714285713,0.6167822318960033,0.6942857142857142,0.9097435897435896,5,0,0,0,2,0.6557823129251701,1,0.8975577227640243,0,0
1,0.5176470588235293,0.5229824561403509,0.36923076923076925,0.07941176470588235,0.10099999999999998,0.42771428571428566,0.5067878734530731,0.2828571428571429,0.3687179487179487,4,2,0,1,1,0.2034013605442177,0,0.5681420355088772,4,0
3,0.6147058823529412,0.04315789473684212,0.9846153846153846,0.06470588235294117,0.7743333333333332,0.3702857142857143,0.4859621255466509,0.8985714285714284,0.8292307692307692,0,3,1,0,3,0.15510204081632656,0,0.3179961657080937,3,2
3,0.23529411764705888,0.3424561403508772,0.36923076923076925,0.30588235294117644,0.2756666666666666,0.9451428571428571,0.5925315387046824,0.9828571428571429,0.6158974358974358,1,3,1,2,1,0.48639455782312924,0,0.16787530215887306,1,1
0,0.4823529411764709,0.0768421052631579,0.3538461538461538,0.4294117647058824,0.481,0.01328571428571429,0.3723867787509353,0.08142857142857152,0.8312820512820512,1,2,1,0,3,0.8551020408163266,0,0.2208052013003251,1,1
3,0.4294117647058824,0.3929824561403509,0.6384615384615383,0.27647058823529413,0.9289999999999999,0.5249999999999999,0.6702009754692295,0.39714285714285713,0.32512820512820506,3,1,2,3,3,0.37551020408163266,1,0.5126281570392598,4,0
0,0.07352941176470584,0.6699999999999999,0.9615384615384616,0.65,0.7523333333333334,0.7751428571428571,0.1307280809503423,0.3014285714285715,0.9174358974358974,5,1,0,3,2,0.6299319727891157,0,0.8475452196382428,0,0
3,0.10588235294117654,0.4698245614035088,0.9769230769230769,0.19411764705882353,0.05266666666666664,0.736142857142857,0.7150173447871613,0.3514285714285714,0.924102564102564,5,3,1,1,1,0.2231292517006803,0,0.9017254313578394,0,1
2,0.8382352941176472,0.38368421052631574,0.7076923076923076,0.7029411764705883,0.007999999999999952,0.3675714285714285,0.5798200303283706,0.2657142857142858,0.4748717948717949,2,1,1,3,2,0.9054421768707483,0,0.48503792614820374,4,0
3,0.24117647058823533,0.11912280701754385,0.7538461538461538,0.7735294117647059,0.7873333333333331,0.5357142857142856,0.4864542613761399,0.3828571428571428,0.4005128205128205,3,1,1,0,1,0.8156462585034013,1,0.03900975243810953,3,0
0,0.1941176470588235,0.24491228070175441,0.5615384615384615,0.12352941176470589,0.5526666666666665,0.0055714285714285605,0.12753519971512137,0.14142857142857146,0.5753846153846154,2,3,2,0,2,0.8319727891156463,1,0.1180295073768442,1,1
0,0.5058823529411764,0.10017543859649125,0.7538461538461538,0.65,0.7203333333333334,0.5348571428571427,0.27818878010330855,0.28,0.2,1,2,2,2,2,0.0108843537414966,0,0.9503209135617237,2,1
1,0.7676470588235298,0.8075438596491228,0.8615384615384615,0.961764705882353,0.15666666666666662,0.5904285714285713,0.29522548223309636,0.7471428571428571,0.4964102564102564,3,2,2,2,2,0.48911564625850346,0,0.22905726431607903,3,0
2,0.061764705882352944,0.13526315789473686,0.48461538461538467,0.19411764705882353,0.8719999999999998,0.8748571428571428,0.2337245079641981,0.3442857142857143,0.8969230769230768,0,3,1,0,0,0.026530612244897958,1,0.8190380928565474,2,1
3,0.5764705882352943,0.595438596491228,0.6230769230769231,0.9088235294117647,0.7733333333333333,0.2107142857142857,0.9542913844221005,0.20714285714285718,0.3651282051282051,1,3,2,0,3,0.8482993197278912,0,0.9290655997332666,0,1
1,0.12058823529411766,0.3428070175438596,0.5384615384615384,0.6058823529411765,0.8909999999999999,0.8251428571428572,0.9157407444454669,0.10857142857142854,0.7358974358974358,5,0,2,3,2,0.17210884353741498,0,0.9380678502959072,3,1
3,0.03529411764705892,0.2259649122807017,0.5615384615384615,0.5911764705882353,0.34099999999999997,0.718,0.5461307320820546,0.34857142857142864,0.6230769230769231,2,1,0,1,3,0.7244897959183674,1,0.10010836042343918,2,0
3,0.05294117647058827,0.6394736842105263,0.8923076923076921,0.05294117647058824,0.2756666666666666,0.6659999999999999,0.20557673918001368,0.6428571428571428,0.2615384615384615,2,3,1,1,1,0.24829931972789118,0,0.16829207301825458,3,0
1,0.835294117647059,0.4570175438596491,0.3538461538461538,0.7470588235294118,0.15166666666666662,0.3944285714285714,0.9112395021025803,0.2528571428571428,0.5317948717948717,4,1,0,1,3,0.8346938775510205,1,0.46061515378844714,0,0
1,0.11764705882352944,0.4001754385964912,0.20769230769230768,0.4794117647058823,0.9299999999999998,0.3674285714285714,0.7494628517470822,0.4228571428571428,0.8528205128205127,2,3,2,1,0,0.31360544217687075,1,0.31916312411436193,0,1
1,0.044117647058823595,0.5928070175438596,0.4538461538461538,0.7205882352941176,0.17666666666666664,0.7032857142857143,0.03863066206272932,0.9528571428571428,0.5548717948717948,2,1,2,0,0,0.04081632653061225,0,0.36534133533383345,1,1
1,0.43823529411764706,0.49122807017543857,0.20769230769230768,0.8088235294117647,0.11933333333333329,0.990285714285714,0.4906954319392153,0.5528571428571429,0.6969230769230769,4,2,0,3,3,0.04761904761904762,0,0.5234641993831791,2,0
1,0.8441176470588236,0.30350877192982456,0.4999999999999999,0.5235294117647059,0.19266666666666665,0.4052857142857142,0.6049589686753544,0.5314285714285714,0.7753846153846153,1,2,2,0,1,0.8578231292517008,0,0.9353171626239893,1,0
3,0.2617647058823531,0.5591228070175438,0.9,0.2647058823529412,0.7713333333333333,0.9185714285714284,0.06633830937338707,0.41000000000000003,0.049230769230769224,1,3,1,1,3,0.8945578231292517,1,0.4883720930232558,0,1
1,0.42058823529411793,0.6694736842105262,0.6153846153846154,0.1411764705882353,0.8896666666666665,0.5865714285714285,0.04969371546546847,0.5571428571428572,0.05128205128205129,5,1,1,1,3,0.7462585034013606,0,0.43577561056930897,3,1
2,0.04117647058823537,0.026666666666666644,0.8538461538461538,0.16176470588235295,0.8109999999999998,0.8681428571428569,0.4634999259795704,0.9842857142857142,0.11487179487179489,4,3,2,1,3,0.9714285714285715,1,0.6568308743852629,4,1
0,0.4500000000000002,0.4657894736842104,0.16923076923076924,0.8676470588235294,0.5633333333333332,0.21714285714285714,0.0018004969371546546,0.25428571428571434,0.1630769230769231,3,1,1,2,3,0.9142857142857144,0,0.14003500875218805,3,0
1,0.5764705882352943,0.057719298245614004,0.9,0.12352941176470589,0.9939999999999999,0.7622857142857142,0.04669688834118217,0.9414285714285713,0.8112820512820512,3,3,1,2,2,0.7170068027210885,0,0.4808702175543886,2,2
1,0.5705882352941178,0.18649122807017543,0.6,0.3852941176470588,0.069,0.835,0.16502954815529086,0.14857142857142858,0.43538461538461537,3,3,2,2,1,0.012244897959183675,1,0.723264149370676,3,1
3,0.3323529411764705,0.5605263157894737,0.030769230769230826,0.33529411764705885,0.8673333333333334,0.8321428571428571,0.9100711796455822,0.11142857142857143,0.18512820512820516,3,0,2,0,3,0.18775510204081636,1,0.5928148703842627,3,0
1,0.31470588235294117,0.866140350877193,0.6307692307692309,0.8647058823529412,0.42766666666666653,0.7847142857142857,0.7663435108089833,0.6542857142857144,0.5317948717948717,2,0,1,3,0,0.21836734693877552,1,0.751937984496124,0,0
1,0.10588235294117654,0.8828070175438596,0.9538461538461539,0.4764705882352941,0.45499999999999996,0.3041428571428571,0.45040031048569407,0.25142857142857133,0.7635897435897435,4,0,2,2,1,0.2795918367346939,1,0.8858881387013419,2,0
1,0.36764705882352944,0.07,0.07692307692307698,0.9970588235294119,0.1276666666666666,0.522,0.47918425485433985,0.4442857142857144,0.14,4,0,0,2,1,0.27074829931972794,1,0.4395265483037426,4,1
3,0.09999999999999987,0.4191228070175439,0.5846153846153846,0.738235294117647,0.033333333333333326,0.29971428571428566,0.6860613529334096,0.73,0.34461538461538455,5,0,2,1,0,0.19115646258503402,0,0.7219304826206551,0,0
1,0.7676470588235298,0.5829824561403508,0.9153846153846154,0.8500000000000001,0.31666666666666665,0.3429999999999999,0.474366925271375,0.5342857142857143,0.19435897435897437,1,0,2,2,1,0.48571428571428577,1,0.4062682337250979,0,0
0,0.9676470588235295,0.1470175438596491,0.0076923076923077205,0.1,0.17499999999999993,0.3012857142857143,0.06378960593123703,0.014285714285714235,0.6461538461538461,4,1,0,0,2,0.9612244897959185,0,0.8690505959823288,3,1
3,0.9705882352941178,0.765438596491228,0.6307692307692309,0.2529411764705882,0.4833333333333333,0.2842857142857142,0.7387839043576027,0.3057142857142856,0.13692307692307693,4,0,2,2,3,0.04625850340136054,1,0.4352754855380512,3,0
0,0.8647058823529412,0.7442105263157894,0.4769230769230769,0.13529411764705884,0.14733333333333332,0.6934285714285715,0.057611900884644164,0.06428571428571428,0.781025641025641,1,2,1,1,2,0.17006802721088438,1,0.6780028340418437,0,0
3,0.6000000000000001,0.9033333333333333,0.34615384615384615,0.4647058823529412,0.138,0.6502857142857141,0.486074156467185,0.9257142857142857,0.20769230769230768,0,3,1,3,3,0.36462585034013606,0,0.007168458781362006,1,0
1,0.7000000000000002,0.008421052631578968,0.6307692307692309,0.7176470588235294,0.8770000000000001,0.20428571428571424,0.8617938551040087,0.7942857142857143,0.05846153846153846,2,2,1,2,2,0.6095238095238096,0,0.3982662332249729,2,1
0,0.2852941176470587,0.21666666666666667,0.05384615384615388,0.16764705882352943,0.9213333333333332,0.6915714285714285,0.11726036386042549,0.9842857142857142,0.9107692307692308,3,0,2,1,1,0.1346938775510204,0,0.5506376594148537,4,2
3,0.6294117647058828,0.8271929824561403,0.7538461538461538,0.12941176470588237,0.9643333333333334,0.291,0.7066710412073732,0.8857142857142855,0.3333333333333333,2,1,1,1,3,0.5598639455782313,1,0.6411602900725181,0,0
2,0.4558823529411764,0.6705263157894736,0.0076923076923077205,0.6147058823529412,0.6806666666666666,0.20171428571428568,0.046188748094474076,0.47571428571428576,0.5025641025641026,4,3,2,3,3,0.13333333333333333,0,0.1767941985496374,4,2
1,0.4823529411764709,0.8943859649122805,0.3076923076923076,0.22941176470588237,0.771,0.7472857142857143,0.9931821182646411,0.8828571428571428,0.10102564102564104,4,0,1,1,1,0.20408163265306123,1,0.6353254980411769,1,0
